,PJME_MW,hour,day_of_week,quarter,week,month,year,dayofyear,hour_sin,hour_cos,month_sin,month_cos,is_holiday,days_to_holiday,ma_7d,ma_30d,ma_90d,roll_std_7d,roll_min_7d,roll_max_7d,ewma_7d,ewma_30d,lag_1h,lag_2h,lag_3h,lag_6h,lag_12h,lag_24h,lag_48h,lag_168h
2002-04-03 19:00:00,32315.0,19,2,2,14,4,2002,93,-0.9659258262890684,0.2588190451025203,0.8660254037844387,-0.4999999999999998,0,44,26845.910714285714,28758.029166666667,29898.431018518517,3822.621075935121,19247.0,34714.0,27547.98797883001,28518.000184524324,31400.0,30755.0,30583.0,31560.0,26370.0,31069.0,30997.0,33672.0
2002-04-03 20:00:00,32877.0,20,2,2,14,4,2002,93,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,0,44,26836.89880952381,28749.6875,29895.514351851853,3806.4774192147847,19247.0,34714.0,27611.053209849964,28530.116587580567,32315.0,31400.0,30755.0,31594.0,28967.0,32442.0,32619.0,34391.0
2002-04-03 21:00:00,32301.0,21,2,2,14,4,2002,93,-0.7071067811865477,0.7071067811865474,0.8660254037844387,-0.4999999999999998,0,44,26828.291666666668,28741.493055555555,29892.724074074074,3792.3675356166445,19247.0,34714.0,27666.555538727647,28540.598185337447,32877.0,32315.0,31400.0,31112.0,30056.0,31730.0,32123.0,33747.0
2002-04-03 22:00:00,30816.0,22,2,2,14,4,2002,93,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998,0,44,26820.761904761905,28733.431944444445,29890.02962962963,3783.1203675571505,19247.0,34714.0,27703.82707081382,28546.922886550892,32301.0,32877.0,32315.0,30583.0,30751.0,29973.0,30581.0,32081.0
2002-04-03 23:00:00,28475.0,23,2,2,14,4,2002,93,-0.25881904510252157,0.9659258262890681,0.8660254037844387,-0.4999999999999998,0,44,26813.321428571428,28725.733333333334,29887.53240740741,3778.600758544313,19247.0,34714.0,27712.95337766812,28546.72297100868,30816.0,32301.0,32877.0,30755.0,31311.0,27388.0,28381.0,29725.0
2002-04-04 00:00:00,26172.0,0,3,2,14,4,2002,94,0.0,1.0,0.8660254037844387,-0.4999999999999998,0,45,26806.39880952381,28718.145833333332,29885.27962962963,3778.7046304665582,19247.0,34714.0,27694.717243021107,28540.122271736378,28475.0,30816.0,32301.0,31400.0,31271.0,24853.0,26028.0,27335.0
2002-04-04 01:00:00,24558.0,1,3,2,14,4,2002,94,0.25881904510252074,0.9659258262890683,0.8660254037844387,-0.4999999999999998,0,45,26799.261904761905,28710.352777777778,29883.066666666666,3781.8295104307213,19247.0,34714.0,27657.596328902408,28529.053762426982,26172.0,28475.0,30816.0,32315.0,31560.0,23086.0,24372.0,25757.0
2002-04-04 02:00:00,23842.0,2,3,2,14,4,2002,94,0.49999999999999994,0.8660254037844387,0.8660254037844387,-0.4999999999999998,0,45,26792.565476190477,28702.4125,29880.94675925926,3786.086910187751,19247.0,34714.0,27612.441342761424,28516.025933838424,24558.0,26172.0,28475.0,32877.0,31594.0,22129.0,23534.0,24967.0
2002-04-04 03:00:00,23629.0,3,3,2,14,4,2002,94,0.7071067811865476,0.7071067811865476,0.8660254037844387,-0.4999999999999998,0,45,26785.744047619046,28694.4,29878.85601851852,3790.773223064962,19247.0,34714.0,27565.300025095476,28502.4423518582,23842.0,24558.0,26172.0,32301.0,31112.0,21709.0,23243.0,24775.0
2002-04-04 04:00:00,23656.0,4,3,2,14,4,2002,94,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,0,45,26778.845238095237,28686.158333333333,29876.788425925926,3795.433011971081,19247.0,34714.0,27519.036119472916,28488.97164807491,23629.0,23842.0,24558.0,30816.0,30583.0,21557.0,23296.0,24815.0
2002-04-04 05:00:00,24363.0,5,3,2,14,4,2002,94,0.9659258262890683,0.25881904510252074,0.8660254037844387,-0.4999999999999998,0,45,26771.565476190477,28677.786111111112,29874.80972222222,3798.905915046498,19247.0,34714.0,27481.686579597397,28477.503559153847,23656.0,23629.0,23842.0,28475.0,30755.0,21957.0,23924.0,25586.0
2002-04-04 06:00:00,26272.0,6,3,2,14,4,2002,94,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998,0,45,26764.410714285714,28668.5875,29872.833796296298,3798.7069488179445,19247.0,34714.0,27467.370762087332,28471.373422452256,24363.0,23656.0,23629.0,26172.0,31400.0,23644.0,25734.0,27474.0
2002-04-04 07:00:00,29282.0,7,3,2,14,4,2002,94,0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998,0,45,26759.416666666668,28658.522222222222,29870.381481481483,3794.8172289843756,19247.0,34714.0,27488.845664311208,28473.62652431054,26272.0,24363.0,23656.0,24558.0,32315.0,26370.0,28545.0,30121.0
2002-04-04 08:00:00,31391.0,8,3,2,14,4,2002,94,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,0,45,26756.35119047619,28649.1,29867.804166666665,3790.840819849225,19247.0,34714.0,27535.025005562085,28481.735194095818,29282.0,26272.0,24363.0,23842.0,32877.0,28967.0,30552.0,31906.0
